V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Al/Si,Al/Si_uncer,polygon_area
78.4079,72.7163,72.7803,78.5017,-102.429,-103.899,-99.9922,-99.2451,1.208619959932015,0.0001241703019648,20.14407518000003
79.7794,74.0882,74.0639,79.7419,-48.1808,-48.4386,-45.6639,-43.9135,0.8106371229992629,0.0006306347764301,20.046503289999986
-73.3781,-79.0878,-79.0135,-73.3279,-114.986,-115.591,-112.45,-111.096,1.0,2.9523990802244203e-05,19.969114699999956
77.9742,72.2461,72.237,77.9609,150.373,150.155,153.275,154.212,1.2951825921500848,0.0001193477385706,19.930085000000005
78.0414,72.3156,72.3077,78.0298,154.593,154.353,157.493,158.399,0.8287418569224136,0.0020575133422122,19.884865099999978
78.3442,72.625,72.635,78.3587,-16.9719,-17.5048,-13.944,-13.5812,1.6857143563760444,0.0131118693800435,19.880843674999987
-71.8428,-77.5495,-77.6235,-71.8938,-75.7583,-77.9192,-73.825,-72.9332,1.1671050711838031,0.0005634212733963,19.878367505000043
-71.7629,-77.4706,-77.541,-71.8114,-72.3426,-74.4165,-70.3557,-69.5355,1.0,0.0123493334153769,19.723585290000003
-73.1243,-78.8384,-78.7843,-73.0885,-134.259,-134.59,-131.5,-130.448,1.0,0.0073187080086302,19.65384704999994
-71.4177,-77.1604,-77.1542,-71.4134,20.7742,20.2749,23.7569,24.1351,1.451886341481628,0.0008447728232398,19.642807100000024
-72.941,-78.6534,-78.5943,-72.9017,-130.618,-131.02,-127.974,-126.871,0.9586540642378336,5.427934763502602e-05,19.33151825000002
78.1458,72.4303,72.4211,78.1322,163.44,163.234,166.242,167.19,0.8338426263382646,1.3493153847554636e-05,19.311818499999937
78.1365,72.4321,72.3737,78.0499,97.1329,95.8257,98.532,101.13,0.7196792835172177,0.0008188817484767,19.213742009999955
78.1867,72.4764,72.4424,78.1366,128.091,127.591,130.304,132.083,0.9757789716800312,9.653078018052348e-05,19.16470909999999
78.1219,72.4177,72.3612,78.0384,101.275,100.028,102.729,105.254,2.926386122105256,0.0107955667978716,19.138957999999977
78.2544,72.5591,72.6019,78.3173,-63.2893,-64.4144,-60.6978,-60.2831,0.2661492287123908,0.0016611727373466,19.13727427500001
78.1643,72.4654,72.5036,78.2202,-59.7514,-60.787,-57.0913,-56.7567,0.4834178501194499,0.0085330450426853,19.061331344999978
79.2474,73.5677,73.5164,79.1696,-76.4852,-77.8659,-75.2161,-72.4863,2.0122121777502207,0.0920642202645335,18.969929445
78.1096,72.3993,72.4109,78.1266,-4.9127,-5.4617,-2.0004,-1.7406,1.680399451964368,0.0006142083534431,18.942524180000007
-70.9877,-76.7048,-76.7881,-71.0461,86.2668,84.0504,87.8986,88.9677,1.6343292259473243,0.0014049609326297,18.878086789999987
78.2635,72.5577,72.5463,78.2466,173.58,173.429,176.29,177.316,0.9037049191255908,0.0001818046231407,18.81983769999993
-70.5889,-76.3151,-76.3925,-70.6438,95.2834,93.2583,97.0546,97.9776,0.8517861303354807,0.0011951114687604,18.71696801999996
78.0106,72.3067,72.2618,77.9446,119.602,118.716,121.368,123.486,1.031366316620676,0.0003871040752714,18.6891537
78.3391,72.6368,72.6289,78.3275,-175.673,-175.89,-172.962,-172.056,0.7335909646516295,8.188912635889389e-05,18.660197249999975
-69.9525,-75.7114,-75.6553,-69.9119,54.1535,53.9254,56.9003,57.674,1.2530099671122934,0.0010192175540154,18.653791339999977
-70.3791,-76.1032,-76.1617,-70.4204,-125.681,-127.317,-123.515,-122.995,1.291157043037662,0.0089642737649779,18.650670999999964
77.6037,71.8953,71.8488,77.5353,67.8337,66.9521,69.5679,71.6767,1.6175352055142602,0.0001816381043844,18.485244270000003
-72.5115,-78.2312,-78.1687,-72.4692,-121.401,-121.878,-118.978,-117.844,1.0,0.0156249723332599,18.391235400000028
-70.5531,-76.273,-76.3219,-70.5875,-136.966,-138.447,-134.692,-134.317,1.3190798829880956,0.0019711709826144,18.376985499999975
78.9642,73.2888,73.2357,78.8845,-83.7772,-85.2294,-82.6527,-79.9214,1.1018302822574932,0.0003658703439581,18.349621325000008
78.9092,73.2331,73.1804,78.8301,-91.4164,-92.8421,-90.2718,-87.5686,1.696621691336864,0.0046906038313314,18.308576499999972
-69.7865,-75.5394,-75.4929,-69.7527,46.3176,46.1586,49.0506,49.7371,1.302512245184112,9.81751622596011e-05,18.117701750000005
77.0096,71.2987,71.2503,76.9406,71.8277,70.9197,73.5048,75.5103,0.7406726212628414,0.0063745443091787,17.95033653500004
77.6191,71.9131,71.9149,77.6217,14.3552,14.0156,17.0663,17.5938,1.58773259821651,0.0006863963222626,17.943676950000008
-69.5082,-75.2615,-75.2224,-69.4797,42.7533,42.6602,45.5116,46.1171,2.252855897082721,0.0017319000499279,17.850678459999976
76.2603,70.5442,70.5866,76.3191,-126.159,-127.065,-123.652,-123.338,0.799680577987347,0.0012960796325444,17.811777100000022
-71.646,-77.3395,-77.3836,-71.677,39.8054,38.2802,41.9329,42.3707,5.646935877506707,0.0035852005510458,17.758310774999984
-70.6787,-76.4016,-76.408,-70.6832,9.0995,8.4539,11.7597,11.9955,0.9980329155103592,0.0001031768404618,17.75148827999999
-70.7986,-76.5199,-76.524,-70.8015,12.4355,11.8293,15.1007,15.3637,1.122890399516567,0.0001935273590832,17.73826672000002
76.7042,70.9872,70.9646,76.672,133.438,133.315,135.87,137.064,1.4081772752090576,0.0069463699125936,17.67159700000002
77.3129,71.6133,71.5638,77.2408,74.8168,73.795,76.3127,78.4746,0.7747780320387939,0.0001414439325278,17.66083280499999
74.9678,69.2113,69.1559,74.8914,84.8952,84.0527,86.6231,88.4303,1.246677636885943,0.0029395854932234,17.628409114999975
78.6951,73.0163,73.0027,78.6748,-148.037,-148.093,-145.555,-144.41,1.245853287106058,0.0016018165877961,17.504753099999967
-70.9175,-76.6376,-76.6241,-70.9079,-13.6722,-13.9331,-10.9567,-10.5271,1.0,0.0001949115683498,17.497839974999998
-70.272,-75.9959,-76.0086,-70.2811,0.2677,-0.4777,2.8706,3.0276,0.723993241654171,0.000127443601162,17.491778450000005
76.4743,70.7773,70.8271,76.5435,-74.5164,-75.5497,-72.2018,-71.7188,0.7090401304904657,0.0034667671873814,17.490152499999986
-70.6699,-76.3929,-76.3246,-70.621,-66.5565,-67.0078,-64.2288,-63.2169,0.8339952666495967,0.0016314790768414,17.435826929999994
-70.8886,-76.603,-76.6082,-70.8923,17.7955,17.1718,20.4074,20.6561,0.8449927912801881,9.461181817565404e-05,17.422289804999973
75.8427,70.1166,70.1317,75.8636,-41.8663,-42.3423,-39.1341,-39.0199,0.6210911583109847,0.0011043495519378,17.33808990000002
78.4591,72.7782,72.7704,78.4473,-153.878,-154.062,-151.372,-150.476,0.5937506173693552,0.0004597354912884,17.303221399999977
